Fabricante_LAMBORGHINI,Idade,Ano,Km,Tipo_cambio_Tiptronic,Categoria_SUV,Volume_motor,Combustivel_Híbrido,Fabricante_HYUNDAI,Fabricante_BENTLEY,Categoria_Sedan,Cilindros,Couro_Sim,Categoria_Hatchback,Km_por_ano,Fabricante_SSANGYONG,Tipo_cambio_Manual,Fabricante_TOYOTA,Fabricante_LAND ROVER,Cor_Preto,Fabricante_OPEL,Combustivel_Gás Natural,Categoria_Universal,Fabricante_PORSCHE,Tração_Dianteira,Fabricante_NISSAN,Cor_Prata,Fabricante_BMW,Fabricante_VOLKSWAGEN,Débitos,Categoria_Vagao de carga,Cor_Azul,Cor_Verde,Fabricante_CHEVROLET,Fabricante_HONDA,Fabricante_SUBARU,Fabricante_JEEP,Fabricante_DAEWOO,Airbags,Cor_Vermelho,Fabricante_FERRARI,Fabricante_VAZ,Fabricante_MAZDA,Fabricante_DODGE,Fabricante_MITSUBISHI,Categoria_Microonibus,Tipo_cambio_Variator,Preco
0,13,2010,145000.0,0,0,1.3,1,0,0,1,4,1,0,11153.846153846154,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,1,30.0
0,13,2010,139000.0,0,0,1.3,0,0,0,0,4,0,1,10692.307692307691,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,30.0
0,21,2002,158731.49533870097,0,0,1.5,0,0,0,0,4,0,1,7558.642635176237,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,30.0
0,18,2005,145000.0,0,0,1.3,0,0,0,0,4,0,1,8055.555555555556,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,30.0
0,18,2005,141727.51441326836,0,0,1.3,0,0,0,0,4,0,1,7873.750800737132,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,30.0
0,18,2005,135510.45631425868,0,0,1.5,0,0,0,0,4,0,1,7528.358684125483,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,30.0
0,21,2002,154495.53784775521,0,0,1.3,0,0,0,0,4,0,1,7356.930373702629,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,30.0
0,20,2003,154916.30484954332,0,0,1.3,0,0,0,0,4,0,1,7745.815242477166,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,30.0
0,13,2010,128264.2996979841,0,0,1.3,0,0,0,0,4,0,1,9866.484592152623,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,30.0
0,14,2009,175243.98338849336,0,0,1.5,1,0,0,1,5,1,0,12517.427384892382,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,30.0
0,20,2003,126000.0,0,0,1.3,0,0,0,0,4,0,1,6300.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,30.0
0,17,2006,140102.4721190112,0,0,1.3,0,0,0,0,4,0,1,8241.3218893536,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,30.0
0,19,2004,153734.45975998964,0,0,1.3,0,0,0,0,4,0,1,8091.287355788928,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,30.0
0,20,2003,162979.1719407997,0,0,1.5,0,0,0,0,4,0,1,8148.958597039984,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,30.0
0,18,2005,143750.23894364465,0,0,1.5,0,0,0,0,4,0,1,7986.124385758037,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,30.0
0,20,2003,154794.71670805375,0,0,1.3,0,0,0,0,4,0,1,7739.735835402687,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,30.0
0,17,2006,141424.58032149772,0,0,1.5,0,0,0,0,4,0,1,8319.0929600881,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,30.0
0,21,2002,163883.86134253352,0,0,1.5,0,0,0,0,4,0,1,7803.993397263501,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,30.0
0,18,2005,144879.9050130553,0,0,1.3,0,0,0,0,4,0,1,8048.883611836406,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,30.0
0,19,2004,155000.0,0,0,1.3,0,0,0,0,4,0,1,8157.894736842105,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,30.0
0,11,2012,145000.0,0,0,1.3,0,0,0,0,4,0,1,13181.818181818182,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,30.0
0,20,2003,161846.04915239898,0,0,1.3,0,0,0,0,4,0,1,8092.302457619949,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,30.0
0,15,2008,152700.0,0,0,1.5,1,0,0,1,4,0,0,10180.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,30.0
0,12,2011,77000.0,1,0,1.5,1,0,0,0,7,0,1,6416.666666666667,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,30.0
0,15,2008,167852.98582154707,0,0,1.5,1,0,0,1,4,0,0,11190.199054769804,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,30.0
0,8,2015,94964.28120623229,0,0,1.8,1,0,0,0,4,1,1,11870.535150779036,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,30.0
0,17,2006,150000.0,0,0,1.5,1,0,0,1,4,0,0,8823.529411764706,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0
0,18,2005,134811.39673248975,0,0,1.3,0,0,0,0,4,0,1,7489.522040693875,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,30.0
0,17,2006,143890.6847512375,0,0,1.3,0,0,0,0,4,0,1,8464.157926543383,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,30.0
0,17,2006,146519.4815203359,0,0,1.5,0,0,0,0,4,0,1,8618.793030607994,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,30.0
0,12,2011,198891.0,0,0,1.3,1,0,0,0,4,1,1,16574.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,490.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31.0
0,12,2011,167565.28340041536,0,0,1.3,1,0,0,0,4,1,1,13963.773616701279,0,0,0,0,0,0,0,0,0,1,0,0,0,0,490.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31.0
0,10,2013,122446.73335380798,0,0,1.5,1,0,0,0,4,1,1,12244.673335380798,0,0,1,0,0,0,0,0,0,1,0,1,0,0,502.0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,31.0
0,11,2012,291840.0,0,0,3.7,0,0,0,1,6,1,0,26530.909090909092,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1113.0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,31.0
0,11,2012,291840.0,0,0,3.7,0,0,0,1,6,1,0,26530.909090909092,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1113.0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,31.0
0,18,2005,183000.0,1,0,1.5,0,0,0,0,4,0,1,10166.666666666666,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,35.0
0,15,2008,170891.83933560422,0,0,1.5,1,0,0,1,6,1,0,11392.789289040282,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,35.0
0,15,2008,173405.94191459657,0,0,1.5,1,0,0,0,4,0,1,11560.396127639771,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,35.0
0,10,2013,240000.0,0,0,1.3,1,0,0,0,4,0,1,24000.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,35.0
0,21,2002,135000.0,0,0,1.3,0,0,0,0,4,0,1,6428.571428571428,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,40.0
0,9,2014,115200.0,0,0,1.5,1,0,0,0,4,0,1,12800.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,40.0
0,10,2013,150400.0,0,0,1.5,1,0,0,0,4,0,1,15040.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,40.0
0,20,2003,140307.84966645107,0,0,1.5,0,0,0,0,4,0,1,7015.392483322554,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,40.0
0,18,2005,150000.0,0,0,1.5,0,0,0,0,4,0,1,8333.333333333334,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,40.0
0,10,2013,123000.0,0,0,1.5,0,0,0,0,4,0,1,12300.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,40.0
0,21,2002,155697.00230441923,0,1,2.5,0,0,0,0,4,0,0,7414.142966877106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,40.0
0,21,2002,160744.38128117396,0,0,1.3,0,0,0,0,4,0,1,7654.494346722569,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,40.0
0,15,2008,200000.0,0,0,1.5,1,0,0,0,4,0,1,13333.333333333334,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,40.0
0,13,2010,256000.0,0,0,1.8,1,0,0,1,6,0,0,19692.30769230769,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40.0
0,20,2003,209000.0,1,0,1.5,0,0,0,0,4,0,1,10450.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40.0
0,17,2006,149122.271523365,0,0,1.3,0,0,0,0,4,1,1,8771.898324903823,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,40.0
0,20,2003,150000.0,0,0,1.5,0,0,0,0,4,0,1,7500.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,40.0
0,16,2007,87000.0,0,0,1.3,0,0,0,0,4,0,1,5437.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,45.0
0,17,2006,180000.0,0,0,1.3,0,0,0,1,12,1,0,10588.235294117647,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,45.0
0,12,2011,256000.0,0,0,1.8,1,0,0,1,4,0,0,21333.333333333332,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0
0,19,2004,100000.0,0,0,1.5,0,0,0,0,4,0,1,5263.1578947368425,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0
0,10,2013,100000.0,0,0,1.8,1,0,0,1,4,1,0,10000.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,45.0
0,15,2008,164000.0,0,0,1.8,1,0,0,0,4,0,1,10933.333333333334,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,45.0
0,16,2007,98000.0,0,0,1.3,0,0,0,0,4,0,1,6125.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,45.0
0,13,2010,195613.0,0,0,3.5,0,0,0,1,6,1,0,15047.153846153846,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1399.0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,47.0
0,6,2017,46902.12606577222,0,1,2.0,0,0,0,0,4,1,0,7817.0210109620375,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1017.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0
0,6,2017,43651.0,0,1,2.0,0,0,0,0,4,1,0,7275.166666666667,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1017.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0
0,7,2016,65981.0,0,1,3.5,0,0,0,0,6,1,0,9425.857142857143,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1493.0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,47.0
0,9,2014,57590.0,0,0,2.0,0,1,0,0,4,1,1,6398.888888888889,0,0,0,0,0,0,0,0,0,1,0,0,0,0,639.0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,47.0
0,6,2017,43651.0,0,1,2.0,0,0,0,0,4,1,0,7275.166666666667,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1017.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0
0,7,2016,65981.0,0,1,3.5,0,0,0,0,6,1,0,9425.857142857143,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1493.0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,47.0
0,6,2017,43651.0,0,1,2.0,0,0,0,0,4,1,0,7275.166666666667,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1017.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0
0,13,2010,150000.0,0,0,1.8,0,0,0,0,4,0,1,11538.461538461539,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,50.0
0,10,2013,107723.65951045677,0,0,1.5,1,0,0,1,4,0,0,10772.365951045676,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,50.0
0,9,2014,111000.0,0,0,1.5,1,0,0,1,4,0,0,12333.333333333334,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0
0,15,2008,145579.0,0,0,1.5,1,0,0,0,4,1,1,9705.266666666666,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,50.0
0,21,2002,240000.0,0,0,2.2,0,0,0,0,4,0,0,11428.57142857143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,50.0
0,11,2012,80000.0,0,0,1.5,1,0,0,1,4,0,0,7272.727272727273,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50.0
0,11,2012,150000.0,0,0,1.8,1,0,0,1,4,1,0,13636.363636363636,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,50.0
0,10,2013,150000.0,0,0,1.5,1,0,0,0,6,0,1,15000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0
0,15,2008,135000.0,0,0,1.5,1,0,0,0,4,1,1,9000.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,50.0
0,15,2008,150000.0,0,0,1.5,1,0,0,1,4,0,0,10000.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0
0,17,2006,140480.9908038388,0,0,1.3,0,0,0,0,4,0,1,8263.587694343458,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,50.0
0,10,2013,130000.0,0,0,1.5,1,0,0,1,4,0,0,13000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0
0,9,2014,10000.0,0,0,1.5,1,0,0,1,4,1,0,1111.111111111111,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,50.0
0,15,2008,185471.0,0,0,1.5,1,0,0,0,4,1,1,12364.733333333334,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,50.0
0,15,2008,180000.0,0,0,1.5,1,0,0,1,4,0,0,12000.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,50.0
0,15,2008,150000.0,0,0,1.5,1,0,0,1,4,1,0,10000.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,50.0
0,9,2014,100000.0,0,0,1.5,1,0,0,1,4,0,0,11111.111111111111,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0
0,10,2013,65000.0,0,0,1.5,1,0,0,0,4,1,1,6500.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,55.0
0,12,2011,178000.0,0,0,1.8,1,0,0,1,4,0,0,14833.333333333334,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,60.0
0,17,2006,145000.0,0,0,3.0,0,0,0,0,6,0,0,8529.411764705883,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,60.0
0,22,2001,131000.0,0,1,2.0,0,0,0,0,4,0,0,5954.545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,60.0
0,17,2006,139524.91416082188,0,0,1.3,0,0,0,0,4,0,1,8207.347891813051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,60.0
0,16,2007,83000.0,0,1,2.7,0,0,0,0,6,0,0,5187.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,60.0
0,21,2002,100000.0,0,0,1.3,0,0,0,1,4,0,0,4761.9047619047615,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,60.0
0,14,2009,205922.0,0,0,3.5,0,0,0,1,6,1,0,14708.714285714286,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1624.0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,63.0
0,10,2013,137600.0,0,0,1.8,1,0,0,0,4,0,1,13760.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,65.0
0,9,2014,104000.0,1,0,1.8,0,1,0,1,4,0,0,11555.555555555555,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,70.0
